date,apy,tvl_usd
2025-06-29,2.75706,1463517379
2025-06-30,2.87971,1378232424
2025-07-01,3.06261,1244612990
2025-07-02,3.21758,1151844567
2025-07-03,3.44268,1029177213
2025-07-04,3.28451,1127453131
2025-07-05,3.36718,1097849306
2025-07-06,3.50172,1020472671
2025-07-07,3.48063,1033348958
2025-07-08,3.46023,1048361242
2025-07-09,3.73008,883892371
2025-07-10,3.98712,735295402
2025-07-11,4.24099,588793266
2025-07-12,4.15581,638401003
2025-07-13,4.08981,701079534
2025-07-14,3.74966,942791856
2025-07-15,3.57941,1053853744
2025-07-16,4.68996,387286054
2025-07-17,4.38625,483042870
2025-07-18,3.58285,997329773
2025-07-19,3.41325,1163813691
2025-07-20,3.00886,1591170356
2025-07-21,3.13539,1547014642
2025-07-22,3.29971,1426676584
2025-07-23,3.21554,1524385556
2025-07-24,3.19339,1545682511
2025-07-25,2.95274,1767117665
2025-07-26,3.0358,1703380777
2025-07-27,3.13318,1675692981
2025-07-28,3.29914,1534052430
2025-07-29,3.32361,1519030583
2025-07-30,3.68139,1235906275
2025-07-31,3.84513,1116942616
2025-08-01,3.51345,1401328340
2025-08-02,3.48626,1425107135
2025-08-03,3.99985,1007981937
2025-08-04,3.61445,1409141777
2025-08-05,3.43041,1628582212
2025-08-06,3.68247,1394117121
2025-08-07,3.61248,1515746091
2025-08-08,3.77975,1343123478
2025-08-09,4.09168,1062303116
2025-08-10,4.21354,955419212
2025-08-11,4.06303,1119379837
2025-08-12,4.85737,627264725
2025-08-13,5.13701,428631290
2025-08-14,5.38463,494261013
2025-08-15,5.43609,430630314
2025-08-16,5.37523,463783089
2025-08-17,8.99147,264764475
2025-08-18,5.49343,373108531
2025-08-19,5.36452,437079535
2025-08-20,5.4749,358993564
2025-08-21,5.27236,464052542
2025-08-22,4.99735,618982506
2025-08-23,4.40677,1012242517
2025-08-24,4.11569,1259577999
2025-08-25,3.94315,1426366412
2025-08-26,4.20355,1239035421
2025-08-27,4.24711,1205763985
2025-08-28,4.06395,1455198697
2025-08-29,3.67217,1835254232
2025-08-30,4.00371,1514192873
2025-08-31,4.24848,1300912853
2025-09-01,4.26624,1288039142
2025-09-02,6.16872,467159843
2025-09-03,4.50261,1092258628
2025-09-04,4.58345,1042507451
2025-09-05,4.60559,1032867024
2025-09-06,4.59828,1037352010
2025-09-07,3.7948,1727608245
2025-09-08,3.94835,1583596126
2025-09-09,4.28594,1332491956
2025-09-10,4.29513,1323869960
2025-09-11,4.53986,1152478927
2025-09-12,4.62748,1106095960
2025-09-13,4.70586,1053203869
2025-09-14,4.81696,978313325
2025-09-15,4.61923,1114260781
2025-09-16,8.88732,383876740
2025-09-17,4.89021,879183787
2025-09-18,4.99024,844266849
2025-09-19,5.0543,819051001
2025-09-20,4.40574,1389660506
2025-09-21,4.48082,1331671228
2025-09-22,4.69724,1114838546
2025-09-23,5.3622,602669176
2025-09-24,4.83805,966451025
2025-09-25,4.59581,1089641469
2025-09-26,5.1019,670121906
2025-09-27,4.86044,805577078
2025-09-28,4.76636,851431718
2025-09-29,4.35573,1127127597
2025-09-30,4.54738,983175099
2025-10-01,4.70164,874057205
2025-10-02,4.67415,886770134
2025-10-03,4.69363,886458079
2025-10-04,4.47393,1029819236
2025-10-05,3.94644,1414297232
2025-10-06,3.71583,1635222892
2025-10-07,3.60225,1786121916
2025-10-08,4.69337,883455688
2025-10-09,4.75824,819073961
2025-10-10,4.5351,935687071
2025-10-11,4.89587,691172568
2025-10-12,4.70167,797615789
2025-10-13,4.21979,1107627196
2025-10-14,3.96007,1288803068
2025-10-15,3.7654,1453052627
2025-10-16,3.73648,1453930756
2025-10-17,3.78649,1402926363
2025-10-18,3.64517,1515707693
2025-10-19,3.9225,1288832975
2025-10-20,3.74424,1411598634
2025-10-21,3.01357,2132428845
2025-10-22,4.93666,643047365
2025-10-23,4.18438,1161303857
2025-10-24,3.78464,1210551899
2025-10-25,3.68924,1278708195
2025-10-26,3.51478,1432488638
2025-10-27,3.75999,1245181931
2025-10-28,3.83995,1184759529
2025-10-29,3.73021,1275604054
2025-10-30,3.63023,1346586912
2025-10-31,3.46319,1484284127
2025-11-01,3.22206,1718374991
2025-11-02,3.44157,1538922930
2025-11-03,3.69338,1306622247
2025-11-04,3.6189,1307546314
2025-11-05,5.63856,384975622
2025-11-06,4.96107,417992257
2025-11-07,4.87808,441570698
2025-11-08,4.70794,524676710
2025-11-09,4.70669,526285007
2025-11-10,4.72438,525525669
2025-11-11,4.87383,452610807
2025-11-12,4.32084,763583716
2025-11-13,3.17145,1692420785
2025-11-14,3.21825,1664727272
2025-11-15,3.22127,1665964026
2025-11-16,9.11681,222805435
2025-11-17,4.35652,740312844
2025-11-18,3.52731,1321987303
2025-11-19,3.44627,1383421621
2025-11-20,2.94458,1886023654
2025-11-21,3.10495,1687238745
2025-11-22,3.12309,1663893335
2025-11-23,3.22844,1566266936
2025-11-24,3.2306,1569021375
2025-11-25,3.27407,1534736411
2025-11-26,3.01413,1526593331
2025-11-27,2.94779,1579891878
2025-11-28,3.07541,1483257352
2025-11-29,3.11967,1448635282
2025-11-30,3.08142,1479600160
2025-12-01,3.03829,1556280363
2025-12-02,4.48182,457025123
2025-12-03,4.28537,571512713
2025-12-04,4.33159,543003658
2025-12-05,3.01928,1609585966
2025-12-06,3.03754,1588993923
2025-12-07,2.9923,1627198327
2025-12-08,4.05558,713476589
2025-12-09,4.25107,595393971
2025-12-10,4.2815,577113548
2025-12-11,3.9454,799869095
2025-12-12,3.90364,830753841
2025-12-13,3.88098,847617505
2025-12-14,2.86294,1810073193
2025-12-15,2.92657,1749524326
2025-12-16,2.35205,2245711361
2025-12-17,2.39732,2196223725
2025-12-18,2.42079,2170877821
2025-12-19,2.48974,2079067346
2025-12-20,2.49037,2077485015
2025-12-21,2.43131,2132193199
2025-12-22,2.57494,1993252115
2025-12-23,2.53307,2021493804
2025-12-24,2.45136,2112911211
2025-12-25,2.40875,2173539557
2025-12-26,2.38004,2213235674
